Fitness:,-2.9105587005615234,0.62,0.005,11.69,3.0,118.0,-58.53,15.01,9.01,70.01,210.0,-249.0,957.06,957.06
Fitness:,-3.8157718181610107,0.62,0.005,11.69,25.0,118.0,-58.53,15.01,9.01,70.01,209.0,-283.0,957.06,957.06
Fitness:,-1000.014892578125,0.62,0.005,11.69,40.0,118.0,-58.53,15.01,9.01,70.01,198.0,-284.0,957.06,957.06
Fitness:,-18.05999183654785,0.62,0.005,11.69,-50.0,118.0,-58.53,15.01,15.0,70.01,190.0,-276.0,957.06,957.06
Fitness:,-5.997129440307617,0.62,0.005,11.69,-35.0,118.0,-58.53,15.01,15.0,70.01,195.0,-174.0,957.06,957.06
Fitness:,-4.667603969573975,0.62,0.005,11.69,-20.0,118.0,-58.53,15.01,15.0,70.01,195.0,-167.0,957.06,957.06
Fitness:,-1000.040283203125,0.62,0.005,11.69,-5.0,118.0,-58.53,15.01,15.0,70.01,210.0,-177.0,957.06,957.06
Fitness:,-13.895959854125977,0.62,0.005,11.69,3.0,118.0,-58.53,15.01,15.0,70.01,200.0,-192.0,957.06,957.06
Fitness:,-1000.0272216796875,0.62,0.005,11.69,25.0,118.0,-58.53,15.01,15.0,70.01,197.0,-205.0,957.06,957.06
Fitness:,-1000.0269165039062,0.62,0.005,11.69,40.0,118.0,-58.53,15.01,15.0,70.01,205.0,-250.0,957.06,957.06
