Fitness:,-5.032257080078125,0.62,0.005,11.69,-50.0,118.0,-58.53,15.01,-20.0,70.01,200.0,-251.0,957.06,957.06
Fitness:,-4.530646324157715,0.62,0.005,11.69,-35.0,118.0,-58.53,15.01,-20.0,70.01,195.0,-261.0,957.06,957.06
Fitness:,-3.2336337566375732,0.62,0.005,11.69,-20.0,118.0,-58.53,15.01,-20.0,70.01,190.0,-276.0,957.06,957.06
Fitness:,-2.274205446243286,0.62,0.005,11.69,-5.0,118.0,-58.53,15.01,-20.0,70.01,196.0,-286.0,957.06,957.06
Fitness:,-2.291029930114746,0.62,0.005,11.69,3.0,118.0,-58.53,15.01,-20.0,70.01,190.0,-287.0,957.06,957.06
Fitness:,-2.9900896549224854,0.62,0.005,11.69,25.0,118.0,-58.53,15.01,-20.0,70.01,210.0,-288.0,957.06,957.06
Fitness:,-3.2438340187072754,0.62,0.005,11.69,40.0,118.0,-58.53,15.01,-20.0,70.01,209.0,-290.0,957.06,957.06
Fitness:,-5.395352840423584,0.62,0.005,11.69,-50.0,118.0,-58.53,15.01,-14.1667,70.01,197.0,-243.0,957.06,957.06
Fitness:,-4.576233386993408,0.62,0.005,11.69,-35.0,118.0,-58.53,15.01,-14.1667,70.01,190.0,-251.0,957.06,957.06
Fitness:,-3.4180779457092285,0.62,0.005,11.69,-20.0,118.0,-58.53,15.01,-14.1667,70.01,198.0,-268.0,957.06,957.06
Fitness:,-2.497062921524048,0.62,0.005,11.69,-5.0,118.0,-58.53,15.01,-14.1667,70.01,207.0,-283.0,957.06,957.06
Fitness:,-2.1773455142974854,0.62,0.005,11.69,3.0,118.0,-58.53,15.01,-14.1667,70.01,200.0,-283.0,957.06,957.06
Fitness:,-3.039470672607422,0.62,0.005,11.69,25.0,118.0,-58.53,15.01,-14.1667,70.01,210.0,-290.0,957.06,957.06
Fitness:,-3.28670597076416,0.62,0.005,11.69,40.0,118.0,-58.53,15.01,-14.1667,70.01,209.0,-285.0,957.06,957.06
Fitness:,-5.588924884796143,0.62,0.005,11.69,-50.0,118.0,-58.53,15.01,-8.3333,70.01,206.0,-233.0,957.06,957.06
Fitness:,-4.610211372375488,0.62,0.005,11.69,-35.0,118.0,-58.53,15.01,-8.3333,70.01,195.0,-269.0,957.06,957.06
Fitness:,-2.910491704940796,0.62,0.005,11.69,-20.0,118.0,-58.53,15.01,-8.3333,70.01,203.0,-289.0,957.06,957.06
Fitness:,-2.6898059844970703,0.62,0.005,11.69,-5.0,118.0,-58.53,15.01,-8.3333,70.01,193.0,-287.0,957.06,957.06
Fitness:,-2.12613582611084,0.62,0.005,11.69,3.0,118.0,-58.53,15.01,-8.3333,70.01,205.0,-287.0,957.06,957.06
Fitness:,-3.1559183597564697,0.62,0.005,11.69,25.0,118.0,-58.53,15.01,-8.3333,70.01,210.0,-286.0,957.06,957.06
Fitness:,-3.3443002700805664,0.62,0.005,11.69,40.0,118.0,-58.53,15.01,-8.3333,70.01,210.0,-284.0,957.06,957.06
Fitness:,-6.112070083618164,0.62,0.005,11.69,-50.0,118.0,-58.53,15.01,-2.5,70.01,192.0,-235.0,957.06,957.06
Fitness:,-4.633713722229004,0.62,0.005,11.69,-35.0,118.0,-58.53,15.01,-2.5,70.01,202.0,-257.0,957.06,957.06
Fitness:,-2.9686930179595947,0.62,0.005,11.69,-20.0,118.0,-58.53,15.01,-2.5,70.01,204.0,-266.0,957.06,957.06
Fitness:,-2.6546552181243896,0.62,0.005,11.69,-5.0,118.0,-58.53,15.01,-2.5,70.01,196.0,-299.0,957.06,957.06
Fitness:,-2.2644479274749756,0.62,0.005,11.69,3.0,118.0,-58.53,15.01,-2.5,70.01,210.0,-289.0,957.06,957.06
Fitness:,-3.306443929672241,0.62,0.005,11.69,25.0,118.0,-58.53,15.01,-2.5,70.01,209.0,-288.0,957.06,957.06
Fitness:,-3.471876382827759,0.62,0.005,11.69,40.0,118.0,-58.53,15.01,-2.5,70.01,209.0,-287.0,957.06,957.06
Fitness:,-6.879646301269531,0.62,0.005,11.69,-50.0,118.0,-58.53,15.01,3.3333,70.01,199.0,-175.0,957.06,957.06
Fitness:,-4.797425270080566,0.62,0.005,11.69,-35.0,118.0,-58.53,15.01,3.3333,70.01,196.0,-225.0,957.06,957.06
Fitness:,-3.3986656665802,0.62,0.005,11.69,-20.0,118.0,-58.53,15.01,3.3333,70.01,208.0,-263.0,957.06,957.06
Fitness:,-3.0049192905426025,0.62,0.005,11.69,-5.0,118.0,-58.53,15.01,3.3333,70.01,194.0,-288.0,957.06,957.06
Fitness:,-2.5691490173339844,0.62,0.005,11.69,3.0,118.0,-58.53,15.01,3.3333,70.01,210.0,-286.0,957.06,957.06
Fitness:,-3.498936414718628,0.62,0.005,11.69,25.0,118.0,-58.53,15.01,3.3333,70.01,209.0,-290.0,957.06,957.06
Fitness:,-3.6317293643951416,0.62,0.005,11.69,40.0,118.0,-58.53,15.01,3.3333,70.01,209.0,-278.0,957.06,957.06
Fitness:,-6.802460670471191,0.62,0.005,11.69,-50.0,118.0,-58.53,15.01,9.01,70.01,208.0,-190.0,957.06,957.06
Fitness:,-5.383944511413574,0.62,0.005,11.69,-35.0,118.0,-58.53,15.01,9.01,70.01,198.0,-180.0,957.06,957.06
Fitness:,-3.341248035430908,0.62,0.005,11.69,-20.0,118.0,-58.53,15.01,9.01,70.01,206.0,-211.0,957.06,957.06
Fitness:,-3.5697896480560303,0.62,0.005,11.69,-5.0,118.0,-58.53,15.01,9.01,70.01,206.0,-241.0,957.06,957.06
