Fitness:,-10.259110450744629,1.0,0.334,11.69,3.0,118.0,-58.53,15.01,9.01,70.01,190.0,-66.0,957.06,957.06
Fitness:,-3.4975945949554443,1.0,0.417,11.69,3.0,118.0,-58.53,15.01,9.01,70.01,190.0,-193.0,957.06,957.06
Fitness:,-9.360779762268066,1.0,0.5,11.69,3.0,118.0,-58.53,15.01,9.01,70.01,190.0,-123.0,957.06,957.06
Fitness:,-7.645200729370117,1.3333,0.002,11.69,3.0,118.0,-58.53,15.01,9.01,70.01,191.0,-197.0,957.06,957.06
Fitness:,-3.6695556640625,1.3333,0.005,11.69,3.0,118.0,-58.53,15.01,9.01,70.01,207.0,-86.0,957.06,957.06
Fitness:,-3.6669154167175293,1.3333,0.168,11.69,3.0,118.0,-58.53,15.01,9.01,70.01,201.0,-35.0,957.06,957.06
Fitness:,-3.900926351547241,1.3333,0.251,11.69,3.0,118.0,-58.53,15.01,9.01,70.01,200.0,-244.0,957.06,957.06
Fitness:,-3.4243483543395996,1.3333,0.334,11.69,3.0,118.0,-58.53,15.01,9.01,70.01,200.0,-100.0,957.06,957.06
Fitness:,-3.312305450439453,1.3333,0.417,11.69,3.0,118.0,-58.53,15.01,9.01,70.01,202.0,-154.0,957.06,957.06
Fitness:,-3.3780455589294434,1.3333,0.5,11.69,3.0,118.0,-58.53,15.01,9.01,70.01,200.0,-63.0,957.06,957.06
Fitness:,-7.652984619140625,1.6667,0.002,11.69,3.0,118.0,-58.53,15.01,9.01,70.01,195.0,-138.0,957.06,957.06
Fitness:,-4.176417827606201,1.6667,0.005,11.69,3.0,118.0,-58.53,15.01,9.01,70.01,209.0,-54.0,957.06,957.06
Fitness:,-9.361970901489258,1.6667,0.168,11.69,3.0,118.0,-58.53,15.01,9.01,70.01,204.0,-132.0,957.06,957.06
Fitness:,-9.357698440551758,1.6667,0.251,11.69,3.0,118.0,-58.53,15.01,9.01,70.01,207.0,-201.0,957.06,957.06
Fitness:,-9.370285034179688,1.6667,0.334,11.69,3.0,118.0,-58.53,15.01,9.01,70.01,208.0,-181.0,957.06,957.06
Fitness:,-9.3588228225708,1.6667,0.417,11.69,3.0,118.0,-58.53,15.01,9.01,70.01,209.0,-81.0,957.06,957.06
Fitness:,-9.375391006469727,1.6667,0.5,11.69,3.0,118.0,-58.53,15.01,9.01,70.01,209.0,-145.0,957.06,957.06
Fitness:,-4.615447044372559,2.0,0.002,11.69,3.0,118.0,-58.53,15.01,9.01,70.01,206.0,-238.0,957.06,957.06
Fitness:,-6.851095676422119,2.0,0.005,11.69,3.0,118.0,-58.53,15.01,9.01,70.01,208.0,-128.0,957.06,957.06
Fitness:,-20.0,2.0,0.168,11.69,3.0,118.0,-58.53,15.01,9.01,70.01,202.0,-223.0,957.06,957.06
Fitness:,-20.0,2.0,0.251,11.69,3.0,118.0,-58.53,15.01,9.01,70.01,202.0,-192.0,957.06,957.06
Fitness:,-20.0,2.0,0.334,11.69,3.0,118.0,-58.53,15.01,9.01,70.01,195.0,-22.0,957.06,957.06
Fitness:,-20.0,2.0,0.417,11.69,3.0,118.0,-58.53,15.01,9.01,70.01,200.0,-206.0,957.06,957.06
Fitness:,-20.0,2.0,0.5,11.69,3.0,118.0,-58.53,15.01,9.01,70.01,191.0,-95.0,957.06,957.06
